,tokenized 
4702,"['연', '준', '매파', '변신', '기술', '주다시', '추락', '나스닥', '하락']"
7122,"['백화점', '빅', '분', '기', '성적', '신세계', '웃고', '현', '대선', '방종합']"
3888,"['개장', '전', '주요', '속보', '상승', '여력', '높은', '종목', '및', '시간', '외', '급등', '종목', '총', '정리']"
10313,"['분기', '영업', '이익', '억원', '작년', '동', '기', '대비', '상승', '종합']"
1527,"['공포', '불안', '심리', '매수', '기회', '저', '점', '매수', '무관', '골드', '스탁', '재원', '으로']"
6492,"['삼', '성', '전자', '하이닉스', '올해', '분기', '낸드', '플래시', '시장점유율', '상승']"
17,"['위메이드', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '하락']"
4138,"['엔', '솔', '상장', '첫날', '따', '상', '실패', '공모', '대비', '상승']"
3919,"['코스피', '오른', '장', '종료']"
471,"['삼', '성', '전자', '외국인', '귀환', '상승', '증권', '주가', '바닥', '권', '진입']"
10136,"['코스피', '내', '린', '장', '종료']"
3485,"['작년', '영업', '손실', '천억원', '적', '자폭', '확대']"
6745,"['유가', '증권', '상장', '사분기', '영업', '익전', '년', '대비', '증가', '운수', '창고', '상승']"
1876,"['원', '익머', '트리', '얼', '즈', '실적', '추', '정치', '상향', '선점', '무관', '골드', '스탁', '상품', '으로']"
9992,"['메모리', '겨울', '外人', '작정', '하고', '삼성', '전', '자매', '폭탄']"
5525,"['코스피', '오른', '장', '종료']"
8437,"['신형', '아이폰', '기', '대', '일', '실적', '발표', '전', '애플', '매수']"
9301,"['배당', '매력', '높은', '증권', '주중', '장기', '투자', '연', '업계', '최저', '금리', '로']"
6251,"['코스피', '외국인', '기관', '동', '반', '매수', '대', '급등', '선', '다가서']"
933,"['코스피', '기관', '매수', '에선', '회복', '삼', '전', '하이닉스', '상승']"
6146,"['오미크론', '공포', '에도', '여행', '항공', '주', '오른', '까닭']"
10110,"['코스피', '내린', '개장']"
10255,"['코웨이', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '하락']"
2467,"['주가', '하락', '국민연금', '반대', '겹악', '재삼', '성', '일주', '총', '앞두고', '곤혹']"
1239,"['코스피', '기관', '매수세에', '장초', '반대', '반등', '종합']"
6897,"['만', '전자', '친', '개', '인들', '매', '도우', '위로']"
626,"['두산', '퓨얼', '셀', '분기', '영업', '손실', '억', '원적', '자', '전환']"
6378,"['오미크론', '우려', '코스피', '대', '하락', '출발', '대']"
6270,"['코스피', '장', '초반', '소', '폭', '상승세', '대', '종합']"
2967,"['엔', '터', '작년', '영업', '이익', '억원', '상승']"
804,"['포스코', '인터', '분기', '영업', '익', '천억원', '역대', '최대', '종합']"
6032,"['코스닥', '오른', '장', '종료']"
7492,"['한국', '금융', '주', '분기', '영업', '이익', '천억원', '작년', '대비', '상승']"
8109,"['콘텐츠', '흥행', '실적', '상승', '저', '점', '매수', '연', '금리', '로']"
3053,"['주가', '폭락', '메타', '저', '점', '매수', '장애물', '남아']"
7998,"['하나', '금융투자', '분기', '순이익', '천억원', '작년', '대비', '상승']"
10405,"['이노베이션', '분기', '영업', '이익', '천억원', '흑자', '전환']"
7605,"['아시아', '시장', '부진', '실적', '타격', '아모레', '분기', '영업', '이익', '하락', '종합']"
2750,"['기아', '글로벌', '피어', '中', '가장', '저', '평가', '저', '점', '매수', '무관', '골드', '스탁', '상품', '으로']"
7826,"['팬오션', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
2727,"['코스닥', '오른', '장', '종료']"
10697,"['코스피', '상승', '마감', '대']"
9747,"['빚투', '개미', '어쩌나', '주가', '폭락', '반대', '매매', '쏟아질', '판', '당국', '예의', '주시']"
7376,"['유비', '케어', '분기', '영업', '이익', '억', '원전', '년', '동기', '보다', '감소']"
6677,"['美', '증시', '기업', '실적', '호조', '에도', '혼', '조', '세', '다우', '하락']"
9429,"['코스피', '오른', '장', '종료']"
3945,"['올해', '공모', '액', '조', '원예', '상', '부진한', '증시', '부담']"
10790,"['신한지주', '분기', '영업', '이익', '조천억원', '작년', '대비', '상승']"
4453,"['나스닥', '폭락', '다음', '엔', '美', '대형주', '급락', '할수도', '유럽', '으로', '눈', '돌릴까']"
226,"['상반기', '농', '식품', '펀드', '천억원', '조성', '작년', '보다', '억원', '상승']"
1884,"['코스피', '외국인', '기', '관매도', '하락', '출발', '대', '종합']"
1606,"['년', '만', '최악', '성적표', '받은', '증시', '분기', '반등', '할까']"
10198,"['칼텍스', '분', '기천', '억', '원', '흑자', '상반기', '영업', '익조', '원', '달성']"
3384,"['뉴욕증시', '연', '준', '긴축', '우크라이나', '우려', '혼', '조', '세로', '출발']"
2646,"['코스피', '대', '하락', '출발', '장', '중대로', '밀려']"
874,"['분기', '일', '평균', '주식', '결제', '대금', '작년', '보다', '감소']"
9705,"['상장', '사분기', '매출', '상승', '대비', '연', '업계', '최저', '금리', '로']"
4228,"['한때', '주', '식중독', '사의', '조', '언', '폭락', '장', '서', '할수있는건']"
7007,"['이마트', '분기', '매', '출사', '상', '첫', '조', '원', '돌파', '분기', '영업', '이익', '하락', '종합']"
4159,"['뉴욕증시', '회의', '결과', '앞두고', '상승', '출발']"
3032,"['코스피', '장', '초반', '상승세', '대', '회복', '종합']"
1790,"['코스피', '기관사', '자', '하루', '만에', '반', '등선', '마감']"
783,"['강도', '긴축', '우려', '코스피', '대로', '하락', '성', '장주', '신저', '속출', '종합']"
10381,"['국제', '종합', '기계', '수', '최대', '반기', '실적', '수출', '길', '날개', '달았다']"
8291,"['美', '증시', '물가', '상승', '에도', '강세', '나스닥', '상승']"
10340,"['양', '산소', '식수', '혜주', '라면', '가격', '상승', '수', '혜주']"
9666,"['증시', '빠른', '순', '환매', '속', '저', '점', '매수', '연', '금리', '로']"
7854,"['현대차', '분', '기악', '재', '속', '선방', '영업', '익조', '천억원', '종합', '보']"
9296,"['코스피', '오른', '장', '종료']"
8036,"['금융', '분기', '순이익', '조', '원', '역대', '최대', '상승', '종합', '보']"
1334,"['수', '페타', '시스', '올해', '내년', '최대', '실적', '주가', '절대', '저', '평가']"
9480,"['코오롱', '글로벌', '시', '장대비', '할인', '저', '점', '매수', '연', '자금', '으로']"
4745,"['크래', '프톤', '신작', '부진', '증권', '목표', '주', '가줄', '하향']"
6655,"['코스닥', '오른', '장', '종료']"
3866,"['한국', '타이어', '앤', '테크놀로지', '작년', '영업', '이익', '천억원', '전', '년', '대비', '상승']"
7786,"['中', '부동산', '경', '기', '우려', '호조', '세', '보', '이던', '코스피', '선후', '퇴']"
7129,"['키움', '증권', '분기', '영업', '이익', '천억원', '작년', '比', '하락']"
3893,"['현산', '최대', '주', '주거', '래', '일', '간주', '식', '만주', '매입']"
2496,"['윤석열', '랠리', '일', '천하', '로', '끝나나', '테마주', '일제', '히', '하락']"
2908,"['코스피', '우크라이나', '사태', '긴장', '속', '반', '등선', '마감']"
9773,"['코스피', '월', '이후', '처음', '으로선', '붕괴', '동학', '개미', '잠못', '든다']"
881,"['현', '대', '건설', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '하락']"
3640,"['온라인', '힘', '아모레퍼시픽', '그룹', '작년', '영업', '이익', '상승', '종합']"
868,"['하나', '금융투자', '분기', '영업', '이익', '천억원', '작년', '대비', '상승']"
10188,"['식품', '바이오', '사업', '순항', '제일제당', '분기', '실적', '사상', '최대', '종합']"
3964,"['올해', '주요', '국', '시', '총', '감소', '한국', '하락', '률위']"
3037,"['월', '만으로', '억', '만들기', '이기술', '면', '충분히', '가능하다라오', '어의', '미국', '주식', '무한', '매', '수법', '저자', '라오어']"
8312,"['포스코', '분기', '영업', '이익', '조억원', '사상', '최대']"
5165,"['美', '증시', '년', '마지막', '거래', '일', '하락', '다우', '하락']"
7300,"['리테일', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
3403,"['작년', '영업', '이익', '천억원', '전', '년', '대비', '상승']"
2651,"['대통령', '한마디', '뛰어오른', '원', '전', '주강', '세이', '어', '갈까']"
5983,"['웨이보', '홍콩', '증시', '상장', '공모', '대비', '하락', '출발']"
6841,"['제', '일', '은행', '분기', '누적', '연결', '순이익', '억', '원전', '년', '동기', '比', '상승']"
2593,"['코스피', '장', '초반', '안팎', '하락', '유가', '폭등', '경기', '위축', '우려', '종합']"
3407,"['중고차', '플랫폼', '케이', '카', '작년', '영업', '이익', '억원', '역대', '최대']"
7420,"['시련', '계절', '끝났나', '카겜카뱅', '반등', '시동', '걸었다']"
7476,"['에코', '프로비', '엠', '분기', '영업', '이익', '억원', '증가']"
5624,"['스퀘어', '분할', '상장', '후주', '하락']"
1949,"['피', '엔', '에이치', '테크', '강세', '디스플레이', '삼성', '공급', '수혜', '기대']"
9833,"['중국', '규제', '알리바바', '뉴욕증시', '서', '약', '년', '만의', '최저', '추락']"
1383,"['프레', '시', '지지난', '해', '매출', '천억원', '전', '년', '보다', '증가']"
2497,"['대형', '건설', '사', '수', '주', '확대', '기', '대감', '상승', '대비', '무관', '야', '호스', '탁', '자금', '으로']"
7401,"['코스피', '오른', '개장']"
6818,"['억', '엔씨', '매', '수', '슈퍼', '개미', '큰', '손실', '입고', '매도']"
4598,"['이상', '떡락', '카카오', '지금', '저', '점', '매수', '찬스', '일까']"
2249,"['코스닥', '오른', '장', '종료']"
5843,"['코스닥', '오른', '개장']"
2531,"['엔', '솔', '억', '유입', '힘', '붙을까', '일', '부터는', '공매도', '주의']"
7281,"['유플러스', '분기', '영업', '익', '억', '년', '만에', '최대']"
8105,"['위드', '코로나', '기', '대감', '엔', '터주', '강세', '장', '중', '에스', '엠', '대', '급등']"
6694,"['코스피', '내', '린', '장', '종료']"
10140,"['휴', '젤', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승', '종합']"
7127,"['분기', '영업', '익', '상승', '프로세스', '개', '선해', '네트워크', '안정', '운영', '종합', '보']"
247,"['리테일', '분기', '영업', '이익', '감소', '매출', '증가', '종합']"
7981,"['뉴욕증시', '기술', '기업', '실적', '우려', '속', '혼', '조', '다우', '최고', '치마', '감']"
6261,"['월', '마지막', '거래', '일', '공매도', '조원', '개', '월', '만에', '최대']"
1349,"['뉴욕증시', '긴축', '우려', '혼', '조', '나스닥', '하락']"
3880,"['미국증시', '급락', '에도', '코스피', '상승', '대', '회복']"
5492,"['한국', '항공우주', '지속', '적', '실적', '성장', '저', '점', '매수', '연재', '원', '으로']"
9901,"['빅쇼', '트', '버리', '캐시', '우드', '하락', '베팅']"
9408,"['나본', '사건', '물주', '야', '리츠', '사상', '최대', '조원', '몰려']"
676,"['부진', '한장', '세', '에고', '배당', '주', '관심', '대비', '무관', '골드', '스탁', '재원', '으로']"
10739,"['뉴욕증시', '델타', '변', '위험', '회피', '하락', '다우', '하락', '마감']"
10141,"['시스템', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
2987,"['우', '크라', '전운', '고조', '코스피', '대', '하락', '출발', '선', '까지', '밀려']"
10228,"['美', '기관', '매수', '몰려드는', '출시', '로', '투자', '저변', '확대']"
1070,"['곧', '오른다', '희망고문', '하던', '화장품', '주드', '디어', '시동']"
8832,"['뉴욕증시', '소화', '며', '상승', '다우', '상승', '마감']"
6634,"['미국', '주식', '공매도', '몰리', '면', '더', '산다', '숏스', '퀴즈', '노리는', '개미']"
5013,"['미국', '금리', '환율', '상승', '영향', '코스피', '대', '후퇴', '종합']"
8425,"['코스피', '오른', '개장']"
7711,"['이노', '텍', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
8630,"['팬오션', '분기', '영업', '익', '상승', '비중', '확대', '연', '자금', '으로']"
9294,"['코스피', '마감', '외국', '인거', '래일', '순', '매수']"
10285,"['화분', '기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
4548,"['뉴욕증시', '금리', '급등', '실적', '부진', '급락', '나스닥', '하락', '마감']"
3468,"['뉴욕증시', '러시아', '우크라이나', '침공', '우려', '급락', '나스닥', '하락', '마감']"
9155,"['뉴욕증시', '실업', '지표', '개선', '에도', '다우', '하락']"
2397,"['해외', '주식', '포커스', '이익', '급증', '배당', '기대', '美', '브로드컴', '주목']"
6273,"['코스피', '오른', '개장']"
6773,"['파트너', '스', '억', '산', '일본', '최대', '골프', '체인', '조', '판다']"
5502,"['코스닥', '오른', '개장']"
7748,"['에쓰오일', '분기', '영업', '이익', '천억원', '흑자', '전환']"
1248,"['뉴욕증시', '발표', '상승', '출발']"
6331,"['코스피', '장', '초반', '대로', '반등', '코스닥', '선', '회복', '종합']"
7531,"['백신', '효자', '녹십자', '분기', '최대', '매출']"
1376,"['증권', '삼', '성', '전자', '목표', '하향', '조', '정거', '시', '환경', '불확실']"
709,"['분기', '영업', '손실', '억원', '적자', '전환']"
7138,"['이노션', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
3351,"['코스피', '내', '린', '장', '종료']"
1613,"['뉴욕증시', '고용호', '조속', '상승', '마감', '다우', '상승']"
7356,"['동', '원', '산업', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '하락']"
8878,"['뉴욕증시', '결과', '상승', '다우', '상승', '마감']"
1132,"['코스피', '내', '린', '장', '종료']"
187,"['수', '소', '법', '개정안', '통과', '기', '대감', '관련', '주급', '반등', '보여']"
721,"['만', '전자', '굴레', '계속', '되지만', '날아오른', '반도체', '소', '부장']"
7001,"['코스닥', '오른', '장', '종료']"
3559,"['하나은행', '작년', '영업', '이익', '조천억원', '전', '년', '대비', '상승']"
10943,"['하나은행', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
9468,"['코스닥', '오른', '장', '종료']"
6574,"['코스피', '내린', '개장']"
10450,"['금융', '주', '목표', '주가', '상향', '조정', '저', '점', '매수', '연', '자금', '으로']"
4407,"['뉴욕증시', '실적', '연', '준', '우려', '속', '하락', '출발']"
1416,"['전자', '분기', '매출', '영업', '이익', '모두', '역대', '최대']"
5643,"['코스닥', '내', '린', '장', '종료']"
8873,"['코스피', '내린', '개장']"
7599,"['삼', '전', '주', '주', '속', '탄다', '역대', '급', '실적', '에도', '램값', '급락', '에만', '전자']"
9226,"['리', '오프닝', '수혜', '업종', '선점', '투자', '업계', '최저', '연', '자금', '으로']"
5329,"['코스피', '오른', '개장']"
9951,"['작년', '외국', '계', '기업', '매출', '증가', '테슬라', '코리아', '상승']"
2267,"['원자재', '값', '상승세', '다소', '둔화', '대비', '무관', '골드', '스탁', '재원', '으로']"
8755,"['美', '증시', '국채', '금리', '상승', '속', '혼', '조', '마감', '다우', '상승']"
7804,"['기아', '분기', '영업', '이익', '조천억원', '작년', '동기', '대비', '상승']"
6122,"['연', '악재', '도식', '음료', '통신', '주', '담아', '하락', '장', '서', '수익률', '방어']"
8943,"['뉴욕증시', '소', '매', '판매', '호조', '에도', '혼', '조', '다우', '하락', '마감']"
3464,"['우', '크라', '긴장', '연', '준', '긴축', '우려', '변동성', '지속']"
5282,"['개인', '증시', '서', '엿', '새', '간조', '원', '팔', '아', '코스닥', '하락', '가능성']"
8381,"['구글', '애플', '테슬라', '정말', '이정', '도일', '줄', '이야', '서학', '개미', '해외', '주식', '수수료', '년새배', '상승']"
10385,"['中', '게임', '전자', '마약', '대비', '업계', '최저', '연', '자금', '으로']"
3649,"['아모레퍼시픽', '그룹', '작년', '영업', '이익', '천억원', '전', '년', '대비', '상승']"
1687,"['우', '크라', '긴장', '완화', '코스피', '대상', '승마', '감기', '관순', '매수', '종합']"
7901,"['코스닥', '오른', '개장']"
1791,"['코스', '피우', '크라', '협상', '기', '대감', '대', '회복기', '관순', '매수', '종합']"
591,"['삼', '성', '바이오', '로', '직스', '분기', '최대', '실적', '대비', '무관', '골드', '스탁', '자금', '으로']"
6397,"['이번', '주', '에만', '상승', '케이', '카주가', '올린', '골드만삭스', '보고서', '두고', '뒷말', '무성']"
7032,"['더블유', '게임', '즈', '분기', '영업', '이익', '억원', '작년', '동', '기', '대비', '하락']"
2956,"['바이오', '니아', '지난해', '매출', '억', '달성', '전', '년', '대비', '증가']"
2109,"['코리아세븐', '한국', '미니스톱', '수', '공정위', '경쟁', '제한', '우려', '없어']"
6343,"['오미크론', '확산', '우려', '세계', '증시', '살얼음', '판']"
3566,"['작년', '영업', '익조', '천억원', '사상', '최', '대전', '년', '보다', '상승', '종합']"
5449,"['삼', '성', '외형', '성장', '이어', '간다', '저', '점', '매수', '연', '자금', '으로']"
8333,"['强', '달러', '덮', '친', '亞', '증시', '안팎', '동', '반', '하락']"
7323,"['원', '익', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '하락']"
10377,"['동', '원', '분기', '영업', '이익', '억원', '작년', '동', '기', '대비', '상승']"
4374,"['코스닥', '내린', '개장']"
10059,"['美', '증시', '물가', '지표', '안도', '에도', '혼', '조', '세다우', '상승']"
10891,"['현', '대', '모비스', '분기', '매출', '조', '돌파', '전', '동화', '매출', '역대', '최대', '종합']"
3570,"['이마트', '지난', '해사', '상', '최대', '매출', '액', '달성', '조억원', '상당']"
5428,"['사는', '족족', '올랐다', '서학', '개미', '순', '매', '수', '톱', '종목']"
4878,"['무섭게', '떨어진다', '생활', '건강', '장', '중', '급락', '주최', '저가']"
6756,"['목표', '가줄', '상', '향비', '중', '확대', '연', '자금', '으로']"
10578,"['체면', '구긴', '로빈후드', '나스닥', '상장', '첫날', '부터', '하락']"
6984,"['개미', '잠못', '드는데대', '증권사', '순이익', '사상', '최대']"
4546,"['증시', '하락', '할', '때', '주', '식사', '모으세요']"
7086,"['물가', '상승', '압력', '증시', '부담', '저', '점', '매수', '연', '금리', '로']"
10570,"['건설', '수익', '성', '개선', '목표', '상승', '투자', '연', '자금', '으로']"
9078,"['코스피', '오른', '장', '종료']"
7549,"['한국', '타이어', '앤', '테크놀로지', '분기', '영업', '이익', '천억원', '하락']"
6142,"['상반기', '배', '오른', '스타', '주가', '돌아왔다', '어느', '회사', '길', '래']"
7818,"['조', '규모', '주', '식전', '환하자', '하루', '만에', '시', '총', '조', '증발']"
3638,"['위메이드', '작년', '영업', '이익', '천억원', '흑자', '전환']"
9624,"['철강', '사', '일제', '히', '반등', '피크', '아웃', '우려', '잦아', '들까']"
7139,"['코스피', '외국인', '매도', '강', '보합', '마감']"
4933,"['반도체', '호황', '삼', '성', '전자', '작년', '매출', '조', '원', '역대', '최고', '종합', '보']"
1029,"['코스닥', '오른', '장', '종료']"
3259,"['코스닥', '오른', '개장']"
9140,"['장기', '성장', '성', '보유', '종목', '분할', '매수', '연', '자금', '으로']"
7514,"['테슬라', '애플', '등', '개', '월', '매매', '수수료', '안', '받아', '토스', '증권', '일', '사전', '신청', '마감']"
10320,"['리테일', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
8202,"['분기', '호실', '적', '목표', '상승', '투자', '연', '자금', '으로']"
972,"['뉴욕증시', '넷플릭스', '충격', '금리', '하락', '속', '혼', '조', '출발']"
6421,"['코스닥', '내', '린', '장', '종료']"
883,"['신', '라이프', '분', '기', '영업', '이익', '천억', '작년', '동기', '대비', '상승']"
2305,"['물', '만', '난', '항공', '株', '공', '행진', '유가', '하락', '해외여행', '증가', '기대']"
3618,"['오리온', '지난해', '영업', '익전', '년비', '하락', '올해', '수익', '성제', '총력']"
2105,"['투자', '신', '작', '부진', '크래', '프톤', '엔씨소프트', '목표', '하향']"
4112,"['삼', '성', '작년', '영업', '익조', '억', '원전', '년', '대비', '상승']"
2480,"['코스닥', '오른', '장', '종료']"
6396,"['주가', '반토막', '시', '총', '조', '억', '증발', '셀트리온', '주주', '분노']"
189,"['시진핑', '제로', '코로나', '천명', '속', '中', '증시', '급락', '상하이', '지수', '하락']"
1396,"['美', '반도체', '산', '개미', '연일', '지수', '하락', '하자', '울상']"
10696,"['코스피', '이틀', '째', '상승', '선근', '접기', '관개', '순', '매', '수', '종합']"
8206,"['월', '에만', '오른이', '종목', '차기', '황제', '주점', '찍어']"
1624,"['투', '파워', '코스닥', '상장', '첫날', '따', '상', '터치', '했지만', '상승', '마감']"
194,"['원', '익', '분기', '영업', '이익', '억원', '감소']"
10655,"['대우건설', '분기', '영업', '이익', '천억원', '작년', '보다', '상승', '종합']"
10599,"['中', '규제', '충격', '일단', '진정', '상하이', '증시', '상승', '마감']"
1179,"['코스닥', '오른', '장', '종료']"
10087,"['데브', '시스터즈', '쿠키런', '힘', '입어', '반', '기사', '상', '최대', '실적', '종합']"
9914,"['아우', '덕', '보네', '에코', '프로', '케미칼', '상승', '탄력']"
9311,"['코스닥', '오른', '개장']"
2051,"['삼', '성', '전', '기', '영업', '이익', '분기', '반등', '투자', '무관', '골드', '스탁', '재원', '으로']"
1750,"['인터내셔널', '에너지', '팜', '사업', '실적', '상승', '저', '점', '매수', '골드', '스탁', '상품', '으로']"
10,"['한국전력', '제외', '코스피', '기업', '올해', '영업', '이익', '증가']"
6967,"['코스피', '장', '초반', '대', '상승', '외', '인기', '관순', '매수', '종합']"
7095,"['증권사', '흑자', '전환', '가스', '공', '사', '목표', '투자', '의견', '상승', '종합']"
5938,"['신용', '회복', '업종', '별', '차별', '화', '저', '점', '매수', '연', '금리', '로']"
5454,"['코스피', '오른', '개장']"
8633,"['코스피', '내린', '개장']"
3698,"['롯데', '쇼핑', '작년', '영업', '익', '감소', '사상', '최대', '실적']"
2470,"['뉴욕증시', '푸틴', '협상', '진전', '발언', '반등', '출발']"
7350,"['에스', '디바이', '오기', '대', '상승']"
1012,"['뉴욕증시', '실적', '발표', '상승', '나스닥', '상승', '마감']"
8429,"['보삼', '성', '전자', '분기', '영업', '이익', '조천억원', '작년', '동기', '대비', '상승']"
8351,"['속보', '전자', '분', '기', '매출', '조천억원', '역대', '최대']"
9331,"['급락', '대형주', '사들인', '개미', '주간', '화학', '엔씨', '순', '매수']"
1689,"['코스피', '상승', '마감', '대', '회복']"
4206,"['코스닥', '내', '린', '장', '종료']"
6231,"['뉴욕증시', '민간', '고용호', '조속', '상승', '출발']"
2527,"['코스닥', '오른', '장', '종료']"
2002,"['대한항공', '국제선', '수', '요', '회복기', '대', '투자', '무관', '야', '호스', '탁', '자금', '으로']"
6030,"['외인', '매수', '코스피', '거래', '일', '연속', '상', '승선', '회복', '종합']"
10148,"['바이오', '팜', '분기', '영업', '손실', '억원', '매출', '배', '증가', '종합']"
8617,"['코스닥', '내', '린', '장', '종료']"
5114,"['코스닥', '오른', '장', '종료']"
9245,"['외국인', '돌아온다', '달천', '억', '매수', '관심', '가질', '종목']"
9284,"['줌', '종목', '에스원', '건물', '관리', '성장', '세기', '대', '주목']"
6729,"['월', '투자', '거물', '쿠팡', '주식', '억', '달러', '매수']"
902,"['증권', '네이버', '수익', '성', '개선', '될것', '목표', '가는', '일부', '하향']"
5358,"['대우조선', '해', '양', '건설', '대학로', '뮤지컬', '센터', '재개', '장', '공', '연', '업계', '기', '대감', '화색']"
3922,"['하루', '도안', '돼', '조', '증발', '장외', '서', '폭락', '페이스북']"
930,"['개미', '네이버', '믿었다어', '닝', '쇼크', '에도', '개인', '순', '매', '수위']"
6328,"['유진', '투자', '월', '공포', '수', '급등', '중장', '기반', '등기', '대']"
9858,"['시진핑', '리스크', '주가', '폭락', '中', '기술', '기업', '때리기', '서학', '개미', '위기', '일까', '기회', '일까']"
7181,"['분기', '영업', '이익', '억원', '작년', '동', '기', '대비', '상승']"
1488,"['투자자', '주목', '월', '저', '점', '매', '수의', '계절', '올해', '코스피', '간다', '자', '앤트', '썰']"
9115,"['네이버', '카카오', '만', '주주', '악몽', '한주', '증권', '가는', '매수', '타이밍', '이라는', '데']"
3094,"['우', '크라', '긴장', '고조', '코스피', '하락', '선하', '회']"
5620,"['몸값', '최대', '조', '엔', '솔', '벌써', '부터', '관심', '쑥']"
258,"['코스닥', '내', '린', '장', '종료']"
6880,"['미래에셋', '운용', '분기', '누적', '영업', '이익', '천억원', '역대', '최대']"
3647,"['년', '만', '최저', '치', '로', '줄어든', '신용', '잔고', '증시', '저', '점', '다가오나']"
6579,"['뉴욕증시', '파월', '연', '준', '의장', '연', '소식', '상승', '출발']"
10942,"['하나', '금융투자', '분기', '영업', '이익', '천억원', '작년', '대비', '상승']"
8649,"['탄소배출권', '종', '상장', '첫날', '대', '상승']"
6110,"['단', '기', '모멘텀', '발생', '저', '점', '매수', '연', '자금', '으로']"
4047,"['삼', '성', '카드', '작년', '영업', '이익', '천억원', '전', '년', '대비', '상승']"
1006,"['코스피', '내린', '개장']"
3877,"['삼성', '심각한', '저', '평가', '상태', '저', '점', '매수', '무관', '야', '호스', '탁', '자금', '으로']"
4364,"['대덕', '전자', '올', '큰', '폭', '성장기', '대선', '점', '무관', '야', '호스', '탁', '상품', '으로']"
209,"['코스피', '내린', '개장']"
7629,"['원', '달러', '환율', '원', '내린', '원', '마감']"
7488,"['한국', '투자', '증권', '분', '기', '순이익', '천억원', '상승', '종합']"
11019,"['화학', '업종', '분기', '실적', '긍정', '적', '비중', '확대', '연', '자금', '으로']"
6805,"['팜', '젠', '사이언스', '영업', '익', '억천만원', '으로', '흑자', '전환', '매출', '최대']"
2020,"['우크라이나', '공', '장문', '닫자', '반', '사', '이익', '기대', '펄펄', '끓는', '韓', '철강', '주']"
4941,"['코스닥', '오른', '개장']"
330,"['하이브', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
2447,"['최대', '실적', '증권사', '성과급', '잔치', '최대', '기', '본급', '천', '까지']"
1303,"['주식', '형', '펀드', '하락', '연금', '투자자', '조', '정장', '믿을건', '종목']"
10656,"['화생', '명', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
1099,"['美', '전기차', '충전', '시설', '조', '원투', '자', '관련', '주저', '매수', '전략', '주목']"
9676,"['대체', '외국인', '언제', '사려', '나', '코스피', '추가', '매수', '손절']"
551,"['에스원', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
7670,"['미성', '장', '률', '둔화', '에도', '뉴욕증시', '공', '행진', '나스닥', '역대', '최고']"
10712,"['삼', '성', '전', '기', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
2244,"['코스피', '미국', '불확실', '성', '해소', '상승']"
5696,"['코스피', '오른', '개장']"
11030,"['오늘', '부터', '역대', '급', '폭염', '시작', '된다', '전력', '산업', '株', '뜨거운', '상승']"
2282,"['분기', '은행', '순', '이자', '마진', '상승', '대비', '무관', '야', '호스', '탁', '자금', '으로']"
5574,"['줌', '종목', '공급망', '관리', '독보', '적', '입', '지엠', '로', '상승세']"
4730,"['현대차', '올', '해사', '상', '최대', '판매', '투자', '무관', '야', '호스', '탁', '자금', '으로']"
2710,"['기관', '외국인', '매', '수세미', '국', '發', '증시', '훈풍', '자동차', '반도체', '웃음']"
27,"['선', '빠른', '회복', '못', '하면까지', '추가', '하락', '위험']"
7089,"['동', '양', '생명', '분기', '누적', '당기', '순이익', '천억원', '상승']"
10434,"['코스피', '오른', '장', '종료']"
1580,"['코스피', '하락', '출발', '장', '중대로', '밀려']"
6999,"['엔터테인먼트', '분기', '영업', '이익', '억원', '작년', '대비', '상승']"
10661,"['메', '리츠', '증권', '분기', '순이익', '천억원', '작년', '동기', '대비', '상승', '종합']"
1956,"['코스닥', '오른', '개장']"
396,"['코스닥', '내', '린', '장', '종료']"
7545,"['위드', '코로나', '기', '대감', '남', '얘기', '제주항공', '진에어', '등', '저가', '항공', '주가', '우수수']"
5438,"['코스닥', '오른', '장', '종료']"
993,"['코스닥', '내', '린', '장', '종료']"
7706,"['코스피', '내', '린', '장', '종료']"
3657,"['내달', '코스피', '정기', '수', '변경', '투자', '전략', '수급', '개', '선기', '대', '되는', '호텔', '화장품', '株', '미리', '담아라']"
2205,"['신', '자산운용', '물가', '상승', '기', '투자', '상', '품종', '소개']"
7719,"['현', '대', '오', '일', '뱅크', '분기', '영업', '이익', '천억원', '작년', '대비', '상승']"
